Drug_Name,Interactions
Sodium bicarbonate,"Elvitegravir, Acepromazine, Bismuth subcitrate potassium, Cathinone, Riociguat, Dexmethylphenidate, Dabrafenib, Methenamine, Triethylenetetramine, Pazopanib, Bosutinib, Nilotinib, Rilpivirine, Bisacodyl, Cefpodoxime, Dabigatran etexilate, Ledipasvir"
Yohimbine,"Clevidipine, Enalaprilat, Bromazepam, Nebivolol, Azilsartan medoxomil, Nitrazepam, Aliskiren, Quazepam"
Bezafibrate,"Ciprofibrate, Raltegravir, Ursodeoxycholic acid, Chenodeoxycholic acid, Tedizolid phosphate, Pitavastatin, Colchicine, Acipimox"
Colchicine,"Luliconazole, Mirabegron, Ibrutinib, Crizotinib, Flibanserin, Vemurafenib, Isavuconazonium, Simeprevir, Palbociclib, Nilotinib, Idelalisib, Stiripentol, Daclatasvir, Ceritinib, Lomitapide, Pitavastatin, Vandetanib, Telaprevir, Fusidic acid, Fosaprepitant, Cobicistat, Abiraterone, Ivacaftor, Choline C 11, Eliglustat, Boceprevir, Tesmilifene, Lumacaftor, Dronedarone, Rolapitant"
Drospirenone,"Enalaprilat, Canagliflozin, Tesmilifene, Saxagliptin, Eslicarbazepine acetate, Floctafenine, Lumacaftor, Citric acid, Dalteparin, Cyproterone acetate, Boceprevir, Anthrax immune globulin human, Sulodexide, Aliskiren, Vildagliptin, Ethyl biscoumacetate, Azilsartan medoxomil, Idelalisib, Human C1-esterase inhibitor, Ceritinib, Acenocoumarol, Linagliptin, Alogliptin, Tiaprofenic acid"
Magnesium salicylate,"Amrinone, Deferiprone, Dalteparin, Dexketoprofen, Dolutegravir, Ethyl biscoumacetate, Citric acid, Sulodexide, Flunarizine, Ammonium chloride, Triethylenetetramine, Prenylamine, Pralatrexate, Raltegravir, Eltrombopag, Alfacalcidol, Acenocoumarol"
,"Saxagliptin, Dulaglutide, Rivaroxaban, Desvenlafaxine, Albiglutide, Prasugrel, Vortioxetine, Dihydrocodeine, Milnacipran, Enalaprilat, Salsalate, Acenocoumarol, Vilazodone, Canagliflozin, Liraglutide, Empagliflozin, Cangrelor, Ticagrelor, Apixaban, Insulin degludec, Pasireotide, Danaparoid, Tiaprofenic acid, Desirudin, Dapagliflozin, Alogliptin, Dalteparin, Pralatrexate, Floctafenine, Nadroparin, Lanreotide, Ammonium chloride, Levomilnacipran, Tinzaparin, Dabigatran etexilate, Edoxaban, Vorapaxar"
Salsalate,"Citric acid, Dexketoprofen, Sulodexide, Pralatrexate, Acenocoumarol, Ammonium chloride, Ethyl biscoumacetate, Dalteparin"
Neostigmine,Acetylcholine
Methotrimeprazine,"Amisulpride, Dextroamphetamine, Perampanel, Phendimetrazine, Paraldehyde, Tapentadol, Linagliptin, Stiripentol, Calcium carbonate, Sodium oxybate, Dexchlorpheniramine maleate, Tetrabenazine, Eliglustat, Bromazepam, Nitrous oxide, Rufinamide, gamma-Hydroxybutyric acid, Flibanserin, Flunarizine, Thiothixene, Quazepam, Umeclidinium, Tasimelteon, Alogliptin, Canagliflozin, Iloperidone, Desvenlafaxine, Pizotifen, Milnacipran, Levocetirizine, Tiotropium, Quinagolide, Butylscopolamine, Ramosetron, Aluminum hydroxide, Aclidinium, Mirabegron, Fesoterodine, Tedizolid phosphate, Itopride, Vortioxetine, Ziconotide, Pomalidomide, Lorcaserin, Cimetropium, Saxagliptin, Eluxadoline, Gabapentin enacarbil, Brexpiprazole, Levomilnacipran, Lurasidone, Vildagliptin, Metamfetamine, Nitrazepam, Suvorexant, Asenapine, Nebivolol, Pipotiazine, Zuclopenthixol, Ezogabine, Methsuximide, Cathinone, Vilazodone"
Danazol,"Flibanserin, Doxercalciferol, Saxagliptin, Lomitapide, Alogliptin, Alfacalcidol, Human C1-esterase inhibitor, Vildagliptin, Canagliflozin, Linagliptin, Pitavastatin"
Clenbuterol,"Iobenguane, Racepinephrine, Isometheptene, Indacaterol, Armodafinil, Phendimetrazine, Levonordefrin, Dextroamphetamine, Tedizolid phosphate, Dihydrocodeine, Propylhexedrine, Dexmethylphenidate, Articaine, Pheniramine, Olodaterol, Metamfetamine, Vilanterol, Naphazoline"
Tiotropium,"Aclidinium, Levocetirizine, Cimetropium, Mianserin, Homatropine, Zuclopenthixol, Itopride, Solifenacin, Dexchlorpheniramine maleate, Methscopolamine, Mirabegron, Butylscopolamine, Fesoterodine, Eluxadoline, Mepenzolate, Pizotifen, Thiothixene, Umeclidinium, Ramosetron"
Ciclesonide,Ceritinib
Pranlukast,"Ceritinib, Boceprevir, Telaprevir, Cobicistat, Idelalisib"
Cefepime,Acenocoumarol
Cefacetrile,Acenocoumarol
Ceftibuten,"Ribostamycin, Acenocoumarol, Zinc, Arbekacin, Picosulfuric acid, Zinc sulfate, Zinc gluconate"
Cefpodoxime,"Magnesium hydroxide, Aluminum hydroxide, Picosulfuric acid, Calcium carbonate, Arbekacin, Acenocoumarol, Ribostamycin"
Acenocoumarol,"Ticagrelor, Sulodexide, Amorolfine, Omega-3 fatty acids, Floctafenine, Omega-3-acid ethyl esters, Ceftobiprole, Icosapent ethyl, Propacetamol, Omacetaxine mepesuccinate, Ethyl biscoumacetate, Dronedarone, Ticarcillin, Stanolone, Citric acid, Lumacaftor, Pivmecillinam, Vortioxetine, Ubidecarenone, Deoxycholic acid, Gestodene, Tiaprofenic acid, Limaprost, Desvenlafaxine, Glutethimide, Tinzaparin, Oritavancin, Vilazodone, Pivampicillin, Danaparoid, Apixaban, Ceritinib, Dabigatran etexilate, Sugammadex, Edoxaban, Dabrafenib, Tegafur, Obinutuzumab, Cangrelor, Prasugrel, Teriflunomide, Milnacipran, Chloral hydrate, Ceftaroline fosamil, Nadroparin, Vorapaxar, Hydroxyprogesterone caproate, Dexmethylphenidate, Vemurafenib, Dalteparin, Rivaroxaban, Latamoxef, Lixisenatide, Nintedanib, Bacampicillin, Deferasirox, Estrone sulfate, Meticillin, Tibolone, Fusidic acid, Vorinostat, Azidocillin, Dienogest, Cranberry, Levomilnacipran, Dihydrocodeine, Cyproterone acetate, Abiraterone, Ibrutinib, Desirudin"
Amrinone,"Calcium citrate, Magnesium hydroxide, Calcium carbonate, Magnesium chloride, Silodosin, Magnesium citrate, Calcium gluconate"
Cholestyramine,"Teriflunomide, Ursodeoxycholic acid, Cholic Acid, Deferasirox, Lomitapide, Chenodeoxycholic acid"
Alfacalcidol,"Magnesium chloride, Aluminum hydroxide, Magnesium hydroxide, Mineral oil, Magnesium citrate"
Phenazopyridine,Nitrous acid
gamma-Hydroxybutyric acid,"Bromazepam, Fludiazepam, Quazepam, Tofisopam, Tapentadol, Flunitrazepam, Perampanel, Rotigotine, Rufinamide, Ketazolam, Clotiazepam, Camazepam, Cinolazepam, Cloxazolam, Paraldehyde"
Fencamfamin,"Tedizolid phosphate, Phendimetrazine, Dextroamphetamine, Lorcaserin, Levomilnacipran, Milnacipran, Quinagolide, Tetrabenazine, Metamfetamine, Vilazodone, Vortioxetine, Desvenlafaxine"
Camazepam,"Sodium oxybate, Teduglutide"
Difenoxin,"Eluxadoline, Cimetropium, Ramosetron"
Flunitrazepam,"Sodium oxybate, Teduglutide"
Dihydrocodeine,"Talniflumate, Cathinone, Omacetaxine mepesuccinate, Acepromazine, Doxofylline, Citric acid, Limaprost, Iobenguane, Chlorphentermine, Dalteparin, Ramosetron, Tienilic acid, Eluxadoline, Nicorandil, Metamfetamine, Dexketoprofen, Naphazoline, Omega-3 fatty acids, Ethyl biscoumacetate, Sulodexide"
Cloxazolam,"Teduglutide, Sodium oxybate"
Chlorphentermine,"Olodaterol, Dextroamphetamine, Phendimetrazine, Pheniramine, Armodafinil, Isometheptene, Tedizolid phosphate, Naphazoline, Indacaterol, Racepinephrine, Articaine, Metamfetamine, Vilanterol, Dexmethylphenidate, Iobenguane, Propylhexedrine, Levonordefrin"
Bromazepam,"Rotigotine, Teduglutide, Perampanel, Paraldehyde, Tapentadol, Rufinamide, Abiraterone, Vemurafenib, Deferasirox, Sodium oxybate, Suvorexant"
Clotiazepam,"Sodium oxybate, Teduglutide"
Cathinone,"Dexchlorpheniramine maleate, Levocetirizine, Aluminum hydroxide, Asenapine, Clofedanol, Thiothixene, Methenamine, Ioflupane I-123, Magnesium hydroxide, Brexpiprazole, Pizotifen, Calcium carbonate, Zuclopenthixol, Iloperidone, Lurasidone, Tapentadol, Ammonium chloride"
Fludiazepam,"Teduglutide, Sodium oxybate"
Kaolin,Lincomycin
Dextroamphetamine,"Fluspirilene, Molindone, Zuclopenthixol, Tedizolid phosphate, Iobenguane, Ammonium chloride, Ioflupane I-123, Sertindole, Doxofylline, Aluminum hydroxide, Methenamine, Metamfetamine, Amisulpride, Naphazoline, Acepromazine, Calcium carbonate, Thiothixene"
Metamfetamine,"Doxofylline, Vilanterol, Ammonium chloride, Tedizolid phosphate, Abiraterone, Propylhexedrine, Dexmethylphenidate, Levonordefrin, Olodaterol, Methenamine, Pheniramine, Isometheptene, Calcium carbonate, Aluminum hydroxide, Acepromazine, Naphazoline, Fluspirilene, Molindone, Iobenguane, Sertindole, Amisulpride, Indacaterol, Cobicistat, Phendimetrazine, Thiothixene, Zuclopenthixol, Armodafinil, Ioflupane I-123, Articaine, Panobinostat, Racepinephrine"
Phendimetrazine,"Sertindole, Molindone, Methenamine, Iobenguane, Naphazoline, Zuclopenthixol, Ioflupane I-123, Calcium carbonate, Aluminum hydroxide, Tedizolid phosphate, Thiothixene, Ammonium chloride, Fluspirilene, Acepromazine, Amisulpride, Doxofylline"
Liotrix,"Piracetam, Iodide I-131"
Ursodeoxycholic acid,"Estrone sulfate, Aluminum hydroxide"
Ketazolam,"Sodium oxybate, Teduglutide"
Quazepam,"Rufinamide, Suvorexant, Sodium oxybate, Teduglutide, Rotigotine, Paraldehyde, Tapentadol, Perampanel"
Everolimus,"Daclatasvir, Sipuleucel-T, Vemurafenib, Rolapitant, Siltuximab, Saxagliptin, Lomitapide, Ibrutinib, Tofacitinib, Mirabegron, Ceritinib, Isavuconazonium, Canagliflozin, Metamizole, Eliglustat, Enalaprilat, Luliconazole, Crizotinib, Fusidic acid, Enzalutamide, Tocilizumab, Deferasirox, Flibanserin, Fosaprepitant, Linagliptin, Idelalisib, Abiraterone, Boceprevir, Cobicistat, Roflumilast, Dabrafenib, Simeprevir, Tesmilifene, Stiripentol, Telaprevir, Denosumab, Vildagliptin, Vandetanib, Palbociclib, Dronedarone, Nilotinib, Ivacaftor, Alogliptin"
Solifenacin,"Simeprevir, Fusidic acid, Aclidinium, Ramosetron, Deferasirox, Tocilizumab, Stiripentol, Palbociclib, Siltuximab, Mirabegron, Umeclidinium, Itopride, Eluxadoline, Fosaprepitant, Cimetropium, Luliconazole, Ivacaftor, Netupitant, Mianserin, Idelalisib, Dabrafenib"
Iron,Enalaprilat
Zinc,"Triethylenetetramine, Deferiprone, Dolutegravir, Eltrombopag"
Cinolazepam,"Teduglutide, Sodium oxybate"
Nitrazepam,"Teduglutide, Sodium oxybate, Suvorexant, Tapentadol, Rotigotine, Perampanel, Rufinamide, Paraldehyde"
Cilastatin,Picosulfuric acid
Imipenem,"Valganciclovir, Picosulfuric acid"
Tiaprofenic acid,"Deferasirox, Ethyl biscoumacetate, Omacetaxine mepesuccinate, Ribostamycin, Sulodexide, Aliskiren, Citric acid, Pralatrexate, Limaprost, Omega-3 fatty acids, Deoxycholic acid, Obinutuzumab, Arbekacin, Rivaroxaban, Dexketoprofen, Ibrutinib, Floctafenine, Apixaban, Morniflumate, Talniflumate, Dabigatran etexilate, Dalteparin, Unoprostone"
Lopinavir,"Telaprevir, Saxagliptin, Linagliptin, Canagliflozin, Elvitegravir, Dienogest, Batimastat, Simeprevir, Imidafenacin, Etizolam, Fusidic acid, Rilpivirine, Alogliptin, Garlic, Vildagliptin, Eluxadoline, Barnidipine"
Tazobactam,Picosulfuric acid
Ticarcillin,"Picosulfuric acid, Arbekacin, Ribostamycin"
Deferasirox,"Tolvaptan, Ospemifene, Pomalidomide, Regorafenib, Vandetanib, Vemurafenib, Isosorbide, Armodafinil, Ceritinib, Crizotinib, Fluticasone furoate, Nilotinib, Fesoterodine, Cabazitaxel, Elvitegravir, Flibanserin, Ruxolitinib, Riociguat, Palbociclib, Cobimetinib, Halcinonide, Temsirolimus, Saxagliptin, Simeprevir, Eliglustat, Dalteparin, Hydroxyprogesterone caproate, Nadroparin, Ivabradine, Tinzaparin, Desirudin, Pazopanib, Pirfenidone, Panobinostat, Axitinib, Asenapine, Apremilast, Stiripentol, Maraviroc, Dronedarone, Suvorexant, Olaparib, Trabectedin, Boceprevir, Ibrutinib, Estrone sulfate, Lurasidone, Etravirine, Brexpiprazole, Agomelatine, Sulodexide, Edoxaban, Dabrafenib, Ixabepilone, Pipotiazine, Vilazodone, Abiraterone, Apixaban, Lomitapide, Naloxegol, Sonidegib, Rolapitant, Avanafil, Citric acid, Cyproterone acetate, Bosutinib, Vortioxetine, Thiothixene, Perampanel, Dabigatran etexilate, Macitentan, Rivaroxaban, Ivacaftor, Cabozantinib, Bedaquiline, Ixazomib, Dienogest, Fosaprepitant, Difluprednate, Tofacitinib, Danaparoid, Rilpivirine, Ulipristal, Cobicistat, Ticagrelor, Ethyl biscoumacetate, Tasimelteon, Aluminum hydroxide, Telaprevir, Daclatasvir, Floctafenine, Enzalutamide, Idelalisib, Roflumilast, Isavuconazonium, Spiramycin, Silodosin"
Hydroxychloroquine,"Lumefantrine, Acepromazine, Artemether, Oxibendazole"
Amyl Nitrite,"Nitrous acid, Avanafil, Riociguat, Nicorandil"
Erythrityl tetranitrate,"Riociguat, Avanafil"
Acepromazine,"Aluminum hydroxide, Artemether, Tedizolid phosphate, Magnesium hydroxide, Vortioxetine, Lorcaserin, Desvenlafaxine, Quinagolide, Nebivolol, Vilazodone, Calcium carbonate, Artesunate, Lumefantrine, Milnacipran, Levomilnacipran, Tetrabenazine"
Molindone,"Vilazodone, Desvenlafaxine, Milnacipran, Vortioxetine, Levomilnacipran, Lorcaserin, Tetrabenazine, Tedizolid phosphate, Quinagolide"
Pheniramine,"Doxofylline, Naphazoline, Iobenguane"
Pipotiazine,"Aluminum hydroxide, Suvorexant, Dabrafenib, Sodium oxybate, Luliconazole, Canagliflozin, Netupitant, Paraldehyde, Idelalisib, Ivacaftor, Abiraterone, Tocilizumab, Saxagliptin, Palbociclib, Rufinamide, Tapentadol, Calcium carbonate, Fosaprepitant, Stiripentol, Siltuximab, Perampanel, Panobinostat, Fusidic acid, Rotigotine, Vildagliptin, Linagliptin, Alogliptin, Simeprevir"
Thiothixene,"Itopride, Mianserin, Cyproterone acetate, Rufinamide, Teriflunomide, Tetrabenazine, Mirabegron, Desvenlafaxine, Amisulpride, Cimetropium, Sodium oxybate, Aclidinium, Vilazodone, Eluxadoline, Suvorexant, Tapentadol, Umeclidinium, Abiraterone, Lorcaserin, Perampanel, Quinagolide, Levomilnacipran, Ramosetron, Vortioxetine, Tedizolid phosphate, Vemurafenib, Milnacipran, Paraldehyde"
Zuclopenthixol,"Tapentadol, Cobicistat, Perampanel, Enzalutamide, Itopride, Boceprevir, Suvorexant, Tetrabenazine, Desvenlafaxine, Paraldehyde, Eluxadoline, Lorcaserin, Tedizolid phosphate, Idelalisib, Aclidinium, Sodium oxybate, Isavuconazonium, Amisulpride, Milnacipran, Cimetropium, Rufinamide, Umeclidinium, Abiraterone, Ivabradine, Vilazodone, Ramosetron, Levomilnacipran, Vortioxetine, Telaprevir, Quinagolide"
Lincomycin,"Picosulfuric acid, Doxofylline"
Roflumilast,"Belimumab, Canakinumab, Obinutuzumab, Certolizumab pegol, Glatiramer, Pralatrexate, Siltuximab, Tofacitinib, Basil, Cabazitaxel, Golimumab, Palbociclib, Fingolimod, Pomalidomide, Idelalisib, Secukinumab, Dabrafenib, Tocilizumab, Pazopanib, Belatacept, Riociguat, Temsirolimus, Blinatumomab, Enzalutamide, Teriflunomide, Thiotepa, Ibrutinib, Brentuximab vedotin, Vedolizumab, Osimertinib, Trabectedin, Trastuzumab emtansine, Ruxolitinib, Nilotinib, Rilonacept, Ustekinumab, Panobinostat, Dinutuximab"
Prasterone,Estrone sulfate
Vorinostat,"Canagliflozin, Alogliptin, Saxagliptin, Metamizole, Linagliptin, Vildagliptin"
Cholic Acid,Aluminum hydroxide
Nicotinamide,Pitavastatin
Fusidic acid,"Axitinib, Vilanterol, Hydroxyprogesterone caproate, Armodafinil, Telaprevir, Regorafenib, Tolvaptan, Ceritinib, Palbociclib, Cyproterone acetate, Bosutinib, Panobinostat, Spiramycin, Temsirolimus, Fosaprepitant, Brexpiprazole, Olaparib, Naloxegol, Nilotinib, Levomilnacipran, Sonidegib, Silodosin, Ibrutinib, Trabectedin, Lomitapide, Crizotinib, Cobimetinib, Eliglustat, Dronedarone, Ruxolitinib, Rivaroxaban, Apixaban, Ivabradine, Isavuconazonium, Trastuzumab emtansine, Cabazitaxel, Avanafil, Pazopanib, Cabozantinib, Stiripentol, Suvorexant, Daclatasvir, Ivacaftor, Fesoterodine, Maraviroc, Lurasidone, Macitentan, Simeprevir, Vemurafenib, Ixabepilone, Saxagliptin, Dabrafenib, Pitavastatin, Flibanserin, Isosorbide, Tofacitinib"
Stanolone,"Canagliflozin, Alogliptin, Dulaglutide, Lanreotide, Liraglutide, Insulin degludec, Albiglutide, Pasireotide, Saxagliptin, Dapagliflozin, Empagliflozin"
Acetylcholine,Nebivolol
Ribostamycin,"Avibactam, Floctafenine"
Deoxycholic acid,"Milnacipran, Desvenlafaxine, Dabigatran etexilate, Tinzaparin, Vortioxetine, Sulodexide, Nadroparin, Levomilnacipran, Apixaban, Ethyl biscoumacetate, Rivaroxaban, Floctafenine, Prasugrel, Ticagrelor, Danaparoid, Cangrelor, Dalteparin, Edoxaban, Vorapaxar, Desirudin, Vilazodone, Citric acid"
Benzoic acid,
Batimastat,"Temsirolimus, Simeprevir, Etravirine, Boceprevir, Riociguat"
Citric acid,"Nintedanib, Obinutuzumab, Icosapent ethyl, Ibrutinib, Dalteparin, Milnacipran, Desvenlafaxine, Omega-3-acid ethyl esters, Vorapaxar, Danaparoid, Dienogest, Levomilnacipran, Tinzaparin, Omega-3 fatty acids, Hydroxyprogesterone caproate, Apixaban, Cangrelor, Rivaroxaban, Edoxaban, Estrone sulfate, Ticagrelor, Vortioxetine, Cyproterone acetate, Floctafenine, Dabigatran etexilate, Desirudin, Prasugrel, Nadroparin, Vilazodone"
Taurocholic acid,"Eltrombopag, Teriflunomide"
Thiotepa,"Tofacitinib, Sipuleucel-T, Metamizole, Denosumab"
Estrone sulfate,"Chenodeoxycholic acid, Vildagliptin, Human C1-esterase inhibitor, Tocilizumab, Alogliptin, Anthrax immune globulin human, Dabrafenib, Dalteparin, Canagliflozin, Teriflunomide, Saxagliptin, Linagliptin, Cyproterone acetate, Ospemifene, Siltuximab, Ethyl biscoumacetate, Sulodexide"
Metamizole,"Trabectedin, Dinutuximab, Eribulin, Cabazitaxel, Trastuzumab emtansine, Ibrutinib, Blinatumomab, Ixazomib, Obinutuzumab, Nilotinib, Osimertinib, Bosutinib, Ponatinib, Belinostat, Bendamustine, Tedizolid phosphate, Ixabepilone, Carfilzomib, Palbociclib, Pomalidomide, Tofacitinib, Olaparib, Ruxolitinib, Temsirolimus"
Prenylamine,"Magnesium citrate, Calcium gluconate, Calcium citrate, Silodosin, Calcium carbonate, Magnesium chloride, Magnesium hydroxide"
Tienilic acid,Tapentadol
Maraviroc,"Ceritinib, Telaprevir, Ivacaftor, Dabrafenib, Luliconazole, Palbociclib, Cobicistat, Enzalutamide, Fosaprepitant, Idelalisib, Stiripentol, Siltuximab, Etravirine, Simeprevir, Netupitant, Boceprevir, Tocilizumab"
Clofedanol,"Ramosetron, Eluxadoline, Cimetropium"
Cyproterone acetate,"Alogliptin, Simeprevir, Palbociclib, Tocilizumab, Vildagliptin, Ulipristal, Pomalidomide, Saxagliptin, Human C1-esterase inhibitor, Choline C 11, Canagliflozin, Asenapine, Idelalisib, Fosaprepitant, Linagliptin, Stiripentol, Siltuximab, Ivacaftor, Sulodexide, Dalteparin, Ethyl biscoumacetate, Dabrafenib, Netupitant, Luliconazole, Tasimelteon"
Flunarizine,"Magnesium hydroxide, Magnesium chloride, Calcium carbonate, Calcium gluconate, Perampanel, Paraldehyde, Calcium citrate, Sodium oxybate, Rotigotine, Rufinamide, Silodosin, Tapentadol, Magnesium citrate, Suvorexant"
Fluspirilene,"Quinagolide, Tedizolid phosphate, Vortioxetine, Levomilnacipran, Tetrabenazine, Vilazodone, Milnacipran, Lorcaserin, Desvenlafaxine"
Mepenzolate,"Mianserin, Aclidinium, Cimetropium, Itopride, Mirabegron, Eluxadoline, Umeclidinium, Ramosetron"
Tetrabenazine,"Rotigotine, Abiraterone, Tapentadol, Rufinamide, Lurasidone, Perampanel, Sertindole, Amisulpride, Stiripentol, Paraldehyde, Ivabradine, Sodium oxybate, Brexpiprazole, Suvorexant, Tedizolid phosphate, Cobicistat"
Ixabepilone,"Ceritinib, Cobicistat, Netupitant, Palbociclib, Simeprevir, Boceprevir, Tocilizumab, Telaprevir, Ivacaftor, Idelalisib, Dabrafenib, Siltuximab, Fosaprepitant, Stiripentol, Luliconazole, Enzalutamide"
Febuxostat,Pegloticase
Dronedarone,"Ibrutinib, Netupitant, Lomitapide, Enzalutamide, Cobicistat, Lacosamide, Bosutinib, Dabrafenib, Telaprevir, Trabectedin, Palbociclib, Boceprevir, Nintedanib, Naloxegol, Nebivolol, Afatinib, Silodosin, Apixaban, Tocilizumab, Brentuximab vedotin, Suvorexant, Rivaroxaban, Ivabradine, Stiripentol, Luliconazole, Vilazodone, Ruxolitinib, Fosaprepitant, Avanafil, Ceritinib, Tolvaptan, Ulipristal, Sonidegib, Siltuximab, Idelalisib, Flibanserin, Fingolimod, Ledipasvir, Brexpiprazole, Olaparib, Dapoxetine, Lurasidone, Saxagliptin, Tofacitinib, Prucalopride, Fesoterodine, Ivacaftor, Dabigatran etexilate, Pazopanib, Edoxaban, Simeprevir"
Nebivolol,"Obinutuzumab, Lacosamide, Ruxolitinib, Lorcaserin, Floctafenine, Nilotinib, Tofacitinib, Moxonidine, Ceritinib, Fingolimod, Molsidomine, Regorafenib, Panobinostat, Rolapitant, Nicorandil, Mirabegron, Eliglustat, Stiripentol, Ivabradine, Methacholine, Abiraterone"
Omacetaxine mepesuccinate,"Tinzaparin, Nadroparin, Apixaban, Floctafenine, Dalteparin, Desirudin, Edoxaban, Danaparoid, Dabigatran etexilate, Rivaroxaban"
Nilotinib,"Palbociclib, Ivabradine, Ceritinib, Suvorexant, Boceprevir, Lurasidone, Telaprevir, Brentuximab vedotin, Luliconazole, Apixaban, Vilazodone, Linagliptin, Ibrutinib, Idelalisib, Tocilizumab, Tofacitinib, Ledipasvir, Avanafil, Simeprevir, Calcium carbonate, Cobicistat, Netupitant, Trabectedin, Canagliflozin, Brexpiprazole, Tolvaptan, Nintedanib, Afatinib, Siltuximab, Rivaroxaban, Ulipristal, Olaparib, Prucalopride, Flibanserin, Dabrafenib, Magnesium hydroxide, Ivacaftor, Saxagliptin, Denosumab, Bosutinib, Alogliptin, Silodosin, Fosaprepitant, Edoxaban, Fesoterodine, Sipuleucel-T, Stiripentol, Sonidegib, Vildagliptin, Dabigatran etexilate, Lomitapide, Dapoxetine, Pazopanib, Aluminum hydroxide, Enzalutamide, Naloxegol"
Lorcaserin,"Avanafil, Dapoxetine, Brexpiprazole, Tedizolid phosphate, Sertindole, Eliglustat, Fesoterodine, Amisulpride"
